NOC,Event,Game_Med_Per
GBR,Water Polo Women's Water Polo,0
ISV,Boxing Men's Super-Heavyweight,0
CAN,Biathlon Men's 10 kilometres Sprint,0
CAN,Biathlon Men's 12.5 kilometres Pursuit,0
GBR,Biathlon Men's 10 kilometres Sprint,0
BEL,Judo Women's Half-Lightweight,0.166666667
NOR,Boxing Men's Light-Heavyweight,0.333333333
GBR,"Wrestling Men's Super-Heavyweight, Freestyle",0
SUI,"Art Competitions Mixed Painting, Unknown Event",0
ITA,Swimming Men's 10 kilometres Open Water,0
ISV,Swimming Men's 4 x 100 metres Freestyle Relay,0
ISV,Swimming Men's 4 x 200 metres Freestyle Relay,0
ISV,Swimming Men's 100 metres Butterfly,0
ISV,Swimming Men's 200 metres Butterfly,0
ISV,Swimming Men's 4 x 100 metres Medley Relay,0
CAN,Swimming Women's 200 metres Individual Medley,0.055555556
IRL,"Swimming Men's 1,500 metres Freestyle",0
FRA,Cycling Women's Individual Time Trial,0.2
FRA,"Cycling Women's Individual Pursuit, 3,000 metres",0.666666667
FRA,Cycling Women's Points Race,0.25
ESP,Rowing Men's Coxless Pairs,0.25
IVB,Athletics Men's 4 x 100 metres Relay,0
IVB,Athletics Men's Long Jump,0
IVB,Athletics Men's 200 metres,0
RSA,Modern Pentathlon Men's Individual,0
BEL,"Archery Men's Pole Archery, Small Birds, Individual",0.5
BEL,"Archery Men's Pole Archery, Large Birds, Individual",0.5
BEL,"Archery Men's Pole Archery, Small Birds, Team",1
BEL,"Archery Men's Pole Archery, Large Birds, Team",1
IRL,Athletics Men's Marathon,0.033333333
ROU,"Ski Jumping Men's Normal Hill, Individual",0
COL,"Shooting Men's Rapid-Fire Pistol, 25 metres",0
COL,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0
ESP,Athletics Women's Heptathlon,0
PNG,Shooting Mixed Trap,0
CAN,"Fencing Women's Sabre, Individual",0
CAN,"Fencing Women's Sabre, Team",0
CAN,Badminton Women's Singles,0
ROU,Swimming Women's 400 metres Freestyle,0
ROU,Swimming Women's 800 metres Freestyle,0
ROU,Swimming Women's 4 x 100 metres Freestyle Relay,0
ROU,Swimming Women's 200 metres Breaststroke,0
ROU,Swimming Women's 400 metres Individual Medley,0.222222222
ROU,Swimming Women's 200 metres Individual Medley,0.285714286
ROU,Swimming Women's 4 x 200 metres Freestyle Relay,0
GBR,"Athletics Men's 3 mile, Team",1
AUS,Speed Skating Men's 500 metres,0
AUS,"Speed Skating Men's 1,500 metres",0
AUS,"Speed Skating Men's 5,000 metres",0
AUS,"Speed Skating Men's 10,000 metres",0
AUS,"Speed Skating Men's 1,000 metres",0
USA,Biathlon Women's 4 x 7.5 kilometres Relay,0
GBR,Cross Country Skiing Women's 10 kilometres,0
GBR,Cross Country Skiing Women's 20 kilometres,0
GBR,Cross Country Skiing Women's 4 x 5 kilometres Relay,0
ARG,"Athletics Women's 5,000 metres",0
TUR,Athletics Men's 800 metres,0
CUB,Rowing Women's Single Sculls,0
GUM,"Wrestling Men's Light-Heavyweight, Freestyle",0
