NOC,Event,Game_Med_Per
MEX,Weightlifting Men's Light-Heavyweight,0
DOM,"Wrestling Men's Featherweight, Freestyle",0
NCA,Athletics Women's Javelin Throw,0
VEN,Swimming Women's 200 metres Backstroke,0
ESA,Sailing Mixed One Person Dinghy,0
ESP,Taekwondo Women's Heavyweight,0
ESP,Judo Men's Lightweight,0
VEN,Judo Men's Heavyweight,0
HKG,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0
LAT,Speed Skating Men's Allround,0
LTU,Alpine Skiing Men's Giant Slalom,0
LTU,Alpine Skiing Men's Slalom,0
LAT,"Canoeing Men's Kayak Doubles, 200 metres",0
LAT,"Canoeing Men's Kayak Singles, 200 metres",0
MRI,Weightlifting Men's Heavyweight II,0
EST,Athletics Women's Discus Throw,0
FIN,Snowboarding Women's Parallel Giant Slalom,0
GEO,Athletics Men's 100 metres,0
RUS,Badminton Women's Doubles,0.333333333
ARG,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",0
ROU,"Cycling Men's Individual Pursuit, 4,000 metres",0
BEL,Athletics Men's Pentathlon,0
NOR,Sailing Men's One Person Dinghy,0
NED,Athletics Women's 400 metres,0
SRB,"Canoeing Women's Kayak Singles, 500 metres",0
UZB,"Fencing Men's Foil, Individual",0
TKM,Athletics Women's 200 metres,0
RUS,"Canoeing Men's Kayak Singles, 500 metres",0
IRL,Athletics Women's High Jump,0
IRL,"Athletics Men's Cross-Country, Individual",0
UKR,Cycling Men's Points Race,0
EUN,Badminton Women's Singles,0
BEL,Swimming Men's 10 kilometres Open Water,0
POL,"Speed Skating Women's 5,000 metres",0
UKR,"Cycling Men's Mountainbike, Cross-Country",0
PRK,Boxing Men's Light-Welterweight,0
EGY,"Canoeing Men's Kayak Singles, 1,000 metres",0
SYR,Judo Men's Middleweight,0
EST,Shooting Mixed Trap,0
AND,Swimming Women's 200 metres Individual Medley,0
CZE,"Speed Skating Women's 3,000 metres",0.666666667
CZE,"Speed Skating Women's 5,000 metres",0.666666667
LTU,Athletics Women's Heptathlon,0.142857143
IOA,"Wrestling Men's Lightweight, Greco-Roman",0
NCA,Cycling Women's Sprint,0
NCA,"Cycling Women's Individual Pursuit, 3,000 metres",0
YUG,Boxing Men's Bantamweight,0
NAM,"Shooting Men's Air Pistol, 10 metres",0
NAM,"Shooting Men's Free Pistol, 50 metres",0
LAO,Athletics Men's 200 metres,0
SLO,Snowboarding Women's Halfpipe,0
LIB,Sailing Mixed Two Person Heavyweight Dinghy,0
PAK,Sailing Mixed Two Person Dinghy,0
NZL,Synchronized Swimming Women's Solo,0
KAZ,Swimming Women's 100 metres Breaststroke,0
KGZ,Judo Men's Lightweight,0
UAE,"Athletics Women's 10,000 metres",0
QAT,Swimming Men's 50 metres Freestyle,0
IRI,Boxing Men's Middleweight,0
MAW,Athletics Women's 200 metres,0
MDA,"Wrestling Women's Heavyweight, Freestyle",0
THA,Swimming Men's 400 metres Freestyle,0
THA,"Swimming Men's 1,500 metres Freestyle",0
THA,Rowing Men's Single Sculls,0
NCA,Boxing Men's Featherweight,0
BEL,Athletics Women's Javelin Throw,0
IRI,Athletics Women's 100 metres,0
IRI,Athletics Women's Long Jump,0
PAK,Boxing Men's Light-Middleweight,0
BLR,Athletics Women's 200 metres,0
GUA,Taekwondo Men's Flyweight,0
GUA,Taekwondo Men's Featherweight,0
GUM,Swimming Men's 100 metres Backstroke,0
GUM,Swimming Men's 200 metres Backstroke,0
BUR,Boxing Men's Light-Middleweight,0
TUR,"Wrestling Women's Middleweight, Freestyle",0
MAD,"Athletics Women's 3,000 metres Steeplechase",0
CHN,Judo Men's Lightweight,0
QAT,Weightlifting Men's Heavyweight,0.5
ALG,Judo Women's Half-Middleweight,0
UZB,Weightlifting Men's Middle-Heavyweight,0
PAK,Table Tennis Men's Singles,0
HAI,Athletics Women's Shot Put,0
HAI,"Athletics Men's 1,500 metres",0
TUR,Art Competitions Mixed Unknown Event,0
JPN,Weightlifting Women's Light-Heavyweight,0
JPN,"Shooting Men's Free Rifle, Three Positions, 300 metres",0
BEL,Table Tennis Men's Singles,0
BEL,Table Tennis Men's Doubles,0
TUR,Athletics Women's 400 metres,0
JPN,Rowing Women's Single Sculls,0
LTU,Athletics Men's 100 metres,0
JPN,"Canoeing Men's Canadian Singles, 200 metres",0
ZIM,"Athletics Women's 1,500 metres",0
GRE,"Art Competitions Mixed Literature, Unknown Event",0
BRA,Swimming Women's 100 metres Breaststroke,0
INA,"Shooting Men's Rapid-Fire Pistol, 25 metres",0
SEN,"Wrestling Men's Super-Heavyweight, Greco-Roman",0
CIV,"Fencing Women's epee, Individual",0
GUM,Swimming Men's 400 metres Freestyle,0
GUM,"Swimming Men's 1,500 metres Freestyle",0
GUM,Swimming Men's 200 metres Individual Medley,0
GUM,Swimming Men's 400 metres Individual Medley,0
PAN,Athletics Men's Long Jump,0.333333333
IRQ,"Wrestling Men's Bantamweight, Greco-Roman",0
BAN,Swimming Men's 100 metres Butterfly,0
ECU,Weightlifting Men's Super-Heavyweight,0
SRB,Athletics Women's 400 metres,0
TKM,Judo Women's Middleweight,0
MEX,Taekwondo Women's Featherweight,1
VEN,Athletics Men's 50 kilometres Walk,0
KEN,"Wrestling Men's Lightweight, Greco-Roman",0
KEN,"Wrestling Men's Lightweight, Freestyle",0
MDA,"Canoeing Men's Canadian Singles, 1,000 metres",0
PER,Weightlifting Women's Middleweight,0
YEM,Athletics Women's 200 metres,0
YAR,"Athletics Men's 1,500 metres",0
QAT,Archery Men's Individual,0
QAT,Weightlifting Men's Super-Heavyweight,0
YUG,"Wrestling Men's Lightweight, Freestyle",0.333333333
BIH,Athletics Men's 800 metres,0
YUG,Boxing Men's Super-Heavyweight,0.5
HUN,Taekwondo Men's Flyweight,0
NCA,Weightlifting Men's Heavyweight I,0
CHI,Athletics Men's 10 kilometres Walk,0
SEN,Judo Men's Extra-Lightweight,0
GAM,Athletics Men's Long Jump,0
AND,Judo Women's Half-Middleweight,0
IRQ,Athletics Men's 100 metres,0
IRQ,Boxing Men's Light-Heavyweight,0
ALG,Athletics Men's 100 metres,0
EUN,"Canoeing Women's Kayak Singles, 500 metres",0
FIN,Athletics Men's 20 kilometres Walk,0
PHI,"Wrestling Men's Lightweight, Greco-Roman",0
PHI,"Wrestling Men's Featherweight, Greco-Roman",0
URS,Cycling Women's Sprint,1
EST,Cycling Women's Sprint,0.5
EUN,Weightlifting Men's Light-Heavyweight,0
CRO,Swimming Women's 400 metres Individual Medley,0
NAM,Athletics Women's 800 metres,0
NAM,"Athletics Women's 1,500 metres",0
MLI,Swimming Women's 50 metres Freestyle,0
SEN,Judo Men's Half-Lightweight,0
SEN,"Wrestling Women's Flyweight, Freestyle",0
SEN,"Wrestling Women's Featherweight, Freestyle",0
CZE,Snowboarding Women's Boardercross,1
MAR,"Canoeing Men's Kayak Singles, Slalom",0
TUN,"Wrestling Men's Light-Flyweight, Freestyle",0
SMR,Cross Country Skiing Men's 15 kilometres,0
SMR,Cross Country Skiing Men's 30 kilometres,0
SMR,Cross Country Skiing Men's 10 kilometres,0
SMR,Cross Country Skiing Men's 10/15 kilometres Pursuit,0
CAM,Swimming Men's 200 metres Freestyle,0
MDA,Boxing Men's Flyweight,0
EUN,"Cycling Women's Individual Pursuit, 3,000 metres",0
RUS,Cycling Women's Points Race,0.5
BLR,Table Tennis Men's Singles,0
BLR,Table Tennis Men's Doubles,0
MAS,Athletics Women's Pole Vault,0
VIN,"Athletics Women's 1,500 metres",0
TTO,Cycling Men's Points Race,0
FSM,Swimming Men's 100 metres Backstroke,0
LAT,"Wrestling Men's Light-Heavyweight, Freestyle",0
CRC,Judo Men's Half-Lightweight,0
IND,Weightlifting Women's Featherweight,0
EUN,"Speed Skating Men's 5,000 metres",0
EUN,"Speed Skating Men's 10,000 metres",0
CPV,"Athletics Men's 5,000 metres",0
PER,Diving Men's Platform,0
PUR,"Wrestling Men's Heavyweight, Freestyle",0
BIZ,Judo Men's Half-Lightweight,0
ARG,Synchronized Swimming Women's Duet,0
BOL,"Shooting Mixed Free Pistol, 50 metres",0
CRC,Cycling Men's 100 kilometres Team Time Trial,0
PUR,"Wrestling Men's Featherweight, Greco-Roman",0
MEX,Modern Pentathlon Women's Individual,0
DOM,Athletics Women's 400 metres,0
GUA,"Shooting Men's Air Pistol, 10 metres",0
GUA,"Shooting Men's Free Pistol, 50 metres",0
ARG,Taekwondo Women's Welterweight,0
CUB,"Wrestling Men's Light-Flyweight, Greco-Roman",0.333333333
VEN,"Canoeing Women's Kayak Singles, 500 metres",0
FIN,"Athletics Women's 10,000 metres",0
NZL,Swimming Men's 50 metres Freestyle,0
PAN,"Wrestling Men's Heavyweight, Greco-Roman",0
NOR,Cycling Men's Sprint,0
THA,Athletics Women's 800 metres,0
MLI,Boxing Men's Bantamweight,0
TJK,Weightlifting Men's Lightweight,0
THA,Athletics Men's Long Jump,0
MGL,Swimming Women's 100 metres Freestyle,0
TTO,Taekwondo Women's Featherweight,0
BLR,Swimming Men's 100 metres Backstroke,0
COD,"Athletics Women's 1,500 metres",0
SWE,Taekwondo Men's Flyweight,0
GUY,Swimming Women's 50 metres Freestyle,0
MYA,Weightlifting Men's Middle-Heavyweight,0
GAM,"Wrestling Men's Light-Heavyweight, Freestyle",0
HAI,Taekwondo Men's Heavyweight,0
BUR,Athletics Men's High Jump,0
BUR,Athletics Men's Triple Jump,0
SMR,Athletics Women's Long Jump,0
BRA,"Athletics Women's 3,000 metres Steeplechase",0
BRA,Weightlifting Women's Featherweight,0
MOZ,"Athletics Men's 1,500 metres",0
LAT,Boxing Men's Light-Middleweight,0
LAT,Gymnastics Men's Individual All-Around,0
LAT,Gymnastics Men's Floor Exercise,0.25
LAT,Gymnastics Men's Horse Vault,0.333333333
INA,"Wrestling Men's Flyweight, Freestyle",0
MTN,"Wrestling Men's Heavyweight, Freestyle",0
AHO,Sailing Men's Windsurfer,0
MNE,"Shooting Men's Air Pistol, 10 metres",0
MNE,"Shooting Men's Free Pistol, 50 metres",0
EST,Sailing Mixed One Person Dinghy,0
GEO,Weightlifting Men's Super-Heavyweight,0.5
YUG,Alpine Skiing Women's Super G,0
ARM,Tennis Men's Singles,0
QAT,Taekwondo Men's Welterweight,0
CRO,Taekwondo Women's Welterweight,0.5
IND,"Shooting Women's Sporting Pistol, 25 metres",0
SMR,Judo Men's Half-Lightweight,0
CAM,Swimming Men's 100 metres Backstroke,0
CAM,Swimming Men's 200 metres Backstroke,0
TKM,Swimming Women's 400 metres Freestyle,0
MHL,Weightlifting Women's Lightweight,0
TUN,Athletics Men's Triple Jump,0
ISR,Judo Men's Heavyweight,1
HUN,"Wrestling Women's Middleweight, Freestyle",0
JPN,"Canoeing Men's Kayak Singles, 1,000 metres",0
EST,Biathlon Women's 10 kilometres Pursuit,0
JAM,Badminton Women's Singles,0
EUN,Diving Men's Springboard,0.5
GBR,Freestyle Skiing Women's Ski Cross,0
URS,Tennis Women's Doubles,0
SCG,Swimming Men's 100 metres Breaststroke,0
NED,Judo Women's Heavyweight,0
RUS,Boxing Women's Flyweight,0
SCG,Athletics Women's 200 metres,0
IOA,"Fencing Women's Foil, Individual",0
SCG,"Fencing Women's epee, Individual",0
CAM,Athletics Men's 400 metres,0
EUN,Swimming Men's 200 metres Breaststroke,0
CAF,Swimming Women's 50 metres Freestyle,0
MYA,Boxing Men's Bantamweight,0
NEP,Weightlifting Men's Flyweight,0
KEN,Athletics Men's 50 kilometres Walk,0
GRN,Athletics Men's 800 metres,0
CRC,Athletics Men's Hammer Throw,0
DEN,Swimming Men's One Mile Freestyle,0
YMD,"Athletics Men's 5,000 metres",0
AFG,Athletics Men's 400 metres,0
YMD,Boxing Men's Flyweight,0
ISL,Gymnastics Women's Individual All-Around,0
ISL,Gymnastics Women's Floor Exercise,0
ISL,Gymnastics Women's Uneven Bars,0
ISL,Gymnastics Women's Balance Beam,0
ITA,Weightlifting Men's Flyweight,0
PAR,Sailing Mixed One Person Dinghy,0
IVB,Athletics Men's High Jump,0
LAT,Weightlifting Men's Heavyweight II,0
CZE,Athletics Women's Long Jump,0
DEN,"Wrestling Men's Featherweight, Freestyle",0
DOM,Tennis Women's Singles,0
LIE,Judo Men's Heavyweight,0
LIE,Judo Men's Open Class,0
AUT,"Athletics Men's Discus Throw, Both Hands",0
SWE,Judo Men's Open Class,0
GER,"Wrestling Women's Heavyweight, Freestyle",0
FRG,"Wrestling Men's Bantamweight, Freestyle",0
FRG,Athletics Women's 80 metres Hurdles,0
LCA,Athletics Women's High Jump,0
NED,Alpine Skiing Women's Combined,0
SAA,Boxing Men's Featherweight,0
NED,Swimming Men's 200 metres Individual Medley,0
SUI,"Athletics Women's 3,000 metres Steeplechase",0
AUT,"Cycling Men's 10,000 metres",1
AUT,Cycling Men's 100 kilometres,0
AUT,Cycling Men's 12-Hours Race,1
GER,Alpinism Mixed Alpinism,1
NZL,Trampolining Men's Individual,0
SAA,"Wrestling Men's Lightweight, Greco-Roman",0
PER,Sailing Women's One Person Dinghy,0
DEN,Cycling Women's Points Race,0
LUX,Sailing Men's One Person Dinghy,0
LUX,"Fencing Women's epee, Individual",0
LUX,Figure Skating Men's Singles,0
SUI,Judo Women's Half-Lightweight,0
GDR,"Wrestling Men's Featherweight, Greco-Roman",0.5
USA,"Fencing Men's Sabre, Masters, Individual",0
GDR,Sailing Mixed Multihull,0
SUI,Aeronautics Mixed Aeronautics,1
ARU,Swimming Men's 200 metres Freestyle,0
FRG,"Shooting Men's Running Target, 50 metres",0
AUT,Athletics Women's 100 metres Hurdles,0
ANZ,Swimming Men's 400 metres Breaststroke,0
FRG,Boxing Men's Flyweight,0
GDR,Weightlifting Men's Heavyweight II,0.5
GER,"Wrestling Men's Unlimited Class, Greco-Roman",1
BRA,Alpine Skiing Women's Super G,0
GUM,Swimming Men's 10 kilometres Open Water,0
GUM,Athletics Men's Marathon,0
LUX,"Wrestling Men's Light-Heavyweight, Greco-Roman",0
SAM,Swimming Men's 200 metres Freestyle,0
FIJ,Boxing Men's Light-Welterweight,0
SAA,Rowing Men's Single Sculls,0
PAN,"Shooting Women's Air Pistol, 10 metres",0
DOM,Swimming Men's 200 metres Freestyle,0
AUT,Beach Volleyball Women's Beach Volleyball,0
ISR,Athletics Women's Pole Vault,0
RUS,Athletics Men's Standing High Jump,0
AUT,Cross Country Skiing Women's Sprint,0
AUT,"Canoeing Women's Kayak Singles, 200 metres",0
IRL,Alpine Skiing Men's Downhill,0
IRL,Alpine Skiing Men's Combined,0
IRL,Alpine Skiing Men's Super G,0
TTO,Athletics Women's Hammer Throw,0
CRC,Athletics Women's 400 metres Hurdles,0
NZL,Taekwondo Men's Welterweight,0
MON,"Art Competitions Mixed Music, Compositions For Orchestra",0
MON,Art Competitions Mixed Music,0
MAR,Athletics Men's 400 metres Hurdles,0
BIZ,Athletics Women's 100 metres Hurdles,0
FIJ,Athletics Women's 100 metres,0
GRE,Luge Women's Singles,0
IRI,"Shooting Women's Sporting Pistol, 25 metres",0
MAR,Alpine Skiing Women's Giant Slalom,0
MAR,Alpine Skiing Women's Slalom,0
SLO,Judo Men's Half-Middleweight,0
SVK,Snowboarding Women's Giant Slalom,0
SVK,Snowboarding Women's Parallel Giant Slalom,0
EST,Boxing Men's Featherweight,0
AUS,Freestyle Skiing Women's Slopestyle,0
TOG,Boxing Men's Featherweight,0
BEL,"Athletics Men's 3,000 metres Walk",0
YUG,Swimming Women's 200 metres Freestyle,0
CRC,Athletics Men's 20 kilometres Walk,0
LBR,Athletics Men's 110 metres Hurdles,0
EST,Weightlifting Men's Super-Heavyweight,0
JPN,Biathlon Women's 4 x 7.5 kilometres Relay,0
JPN,Biathlon Women's 10 kilometres Pursuit,0
KAZ,Diving Men's Springboard,0
NGR,"Wrestling Men's Super-Heavyweight, Freestyle",0
IND,Swimming Men's 100 metres Breaststroke,0
IOA,"Shooting Women's Sporting Pistol, 25 metres",0
SCG,"Shooting Women's Sporting Pistol, 25 metres",0
TAN,Boxing Men's Light-Flyweight,0
EUN,Swimming Men's 100 metres Backstroke,0
EUN,Swimming Men's 200 metres Backstroke,1
TUN,Athletics Women's Javelin Throw,0
MKD,Athletics Men's Triple Jump,0
SMR,Alpine Skiing Women's Giant Slalom,0
PNG,Boxing Men's Bantamweight,0
TCH,"Equestrianism Mixed Dressage, Individual",0
VEN,Swimming Women's 50 metres Freestyle,0
RSA,Athletics Women's 800 metres,1
LTU,Boxing Men's Light-Heavyweight,0
TKM,Swimming Women's 100 metres Breaststroke,0
SRI,"Shooting Men's Air Pistol, 10 metres",0
SRI,"Shooting Men's Free Pistol, 50 metres",0
SEN,Athletics Women's Hammer Throw,0
SEN,Athletics Women's High Jump,0
ITA,Sailing Women's Windsurfer,0.571428571
AZE,Archery Women's Individual,0
KOR,Freestyle Skiing Women's Moguls,0
KOR,Luge Women's Singles,0
EST,Sailing Women's Skiff,0
CHI,Tennis Women's Singles,0
VEN,Tennis Women's Doubles,0
VEN,Tennis Women's Singles,0
SGP,"Shooting Women's Air Rifle, 10 metres",0
SGP,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0
UZB,Rhythmic Gymnastics Women's Individual,0
LTU,Short Track Speed Skating Women's 500 metres,0
LTU,"Short Track Speed Skating Women's 1,000 metres",0
LTU,"Short Track Speed Skating Women's 1,500 metres",0
MLI,Athletics Men's Decathlon,0
EUN,Judo Men's Half-Heavyweight,1
BLR,"Short Track Speed Skating Men's 1,500 metres",0
KGZ,Judo Men's Half-Heavyweight,0
HAI,Swimming Men's 100 metres Butterfly,0
KAZ,"Canoeing Men's Kayak Singles, 500 metres",0
BEN,Boxing Men's Light-Flyweight,0
SWZ,Shooting Mixed Trap,0
SWZ,Shooting Mixed Skeet,0
FRA,Archery Men's Sur La Perche a La Herse,1
GER,Trampolining Men's Individual,0.25
LUX,Athletics Men's Javelin Throw,0
LUX,Art Competitions Mixed Literature,0
CIV,Boxing Men's Light-Middleweight,0
INA,"Cycling Men's 1,000 metres Time Trial",0
SLO,Skeleton Men's Skeleton,0
YUG,"Equestrianism Men's Dressage, Individual",0
DOM,"Wrestling Men's Bantamweight, Greco-Roman",0
DOM,"Wrestling Men's Bantamweight, Freestyle",0
KAZ,"Fencing Women's Foil, Individual",0
MLI,Athletics Men's 400 metres,0
BAH,Boxing Men's Flyweight,0
BAH,Boxing Men's Featherweight,0
RSA,"Equestrianism Mixed Dressage, Individual",0
KUW,Weightlifting Men's Heavyweight I,0
SWZ,Weightlifting Men's Light-Heavyweight,0
IRI,Rowing Men's Single Sculls,0
EGY,Athletics Men's High Jump,0
IND,Judo Men's Extra-Lightweight,0
KEN,Swimming Men's 100 metres Breaststroke,0
PAK,"Athletics Men's 5,000 metres",0
PAK,"Athletics Men's 3,000 metres Steeplechase",0
PAK,Judo Men's Half-Heavyweight,0
KSA,Judo Women's Heavyweight,0
NEP,Swimming Men's 100 metres Backstroke,0
IRI,Table Tennis Women's Singles,0
RUS,Weightlifting Women's Lightweight,1
LIB,"Fencing Women's Foil, Individual",0
MDV,Swimming Women's 100 metres Freestyle,0
KAZ,Boxing Women's Middleweight,1
NEP,Swimming Women's 100 metres Breaststroke,0
ALB,Athletics Women's 400 metres,0
ALB,Athletics Women's 400 metres Hurdles,0
LBA,Weightlifting Men's Bantamweight,0
UZB,Alpine Skiing Men's Giant Slalom,0
LIB,Judo Women's Half-Middleweight,0
GEO,Athletics Women's 100 metres,0
BER,Swimming Men's 100 metres Backstroke,0
UKR,Taekwondo Men's Flyweight,0
EUN,Rowing Men's Double Sculls,0
BLR,Cycling Women's Omnium,0
JOR,"Wrestling Men's Flyweight, Greco-Roman",0
JOR,"Wrestling Men's Flyweight, Freestyle",0
ARM,Athletics Women's Long Jump,0
AHO,Athletics Men's 110 metres Hurdles,0
KAZ,Triathlon Women's Olympic Distance,0
FIJ,Weightlifting Women's Super-Heavyweight,0
AUS,Snowboarding Women's Parallel Giant Slalom,0
UZB,"Canoeing Men's Canadian Doubles, 500 metres",0
BLR,Weightlifting Men's Heavyweight II,0
BLR,Swimming Women's 200 metres Individual Medley,0
BLR,Rowing Men's Single Sculls,0
UZB,Athletics Women's Shot Put,0
LBA,"Cycling Men's 1,000 metres Time Trial",0
AUS,Freestyle Skiing Women's Halfpipe,0
NZL,Freestyle Skiing Men's Halfpipe,0
EGY,"Wrestling Men's Bantamweight, Freestyle",0
HKG,Gymnastics Men's Floor Exercise,0
HKG,Gymnastics Men's Horse Vault,0
HKG,Gymnastics Men's Horizontal Bar,0
HKG,Gymnastics Men's Pommelled Horse,0
KAZ,Boxing Women's Flyweight,0
UZB,Judo Women's Heavyweight,0
NZL,Boxing Men's Super-Heavyweight,0
TPE,Biathlon Men's 20 kilometres,0
CHN,Sailing Men's One Person Dinghy,0
CHN,Sailing Women's One Person Dinghy,0.4
CHN,"Wrestling Men's Bantamweight, Greco-Roman",0.5
IRL,Art Competitions Mixed Sculpturing,0
USA,Athletics Men's Stone Throw,1
IND,Alpinism Mixed Alpinism,1
NEP,Cross Country Skiing Men's 15 kilometres,0
GBR,Luge Women's Singles,0
BLR,Judo Men's Half-Lightweight,0
ISR,Athletics Women's 400 metres,0
ISR,Athletics Women's 800 metres,0
CHN,Triathlon Women's Olympic Distance,0
CHN,Snowboarding Men's Halfpipe,0
USA,Boxing Women's Middleweight,1
TPE,Judo Women's Half-Lightweight,0
EUN,Archery Men's Individual,0
EUN,Archery Men's Team,0
NAM,"Wrestling Men's Featherweight, Freestyle",0
JPN,Weightlifting Women's Super-Heavyweight,0
VAN,Table Tennis Men's Singles,0
BLR,Alpine Skiing Women's Super G,0
UZB,Swimming Women's 100 metres Freestyle,0
TJK,Diving Women's Springboard,0
RUS,Cycling Women's Team Sprint,1
ISR,Boxing Men's Featherweight,0
KGZ,Athletics Men's Javelin Throw,0
LES,Athletics Women's 200 metres,0
UAR,Boxing Men's Lightweight,0
KGZ,Athletics Men's 110 metres Hurdles,0
SYR,Athletics Women's Heptathlon,0.333333333
SYR,Diving Men's Platform,0
NEP,Swimming Men's 100 metres Breaststroke,0
NEP,"Shooting Men's Air Rifle, 10 metres",0
LBA,Taekwondo Men's Flyweight,0
EUN,Swimming Women's 100 metres Freestyle,0
UKR,Cycling Women's Sprint,0.5
UKR,Cycling Women's Keirin,0
UKR,Cycling Women's Team Sprint,0
KAZ,Table Tennis Women's Singles,0
BRN,Athletics Women's 800 metres,0
KAZ,Tennis Women's Singles,0
KAZ,Tennis Women's Doubles,0
EUN,Swimming Women's 100 metres Backstroke,0
EUN,Swimming Women's 200 metres Backstroke,0
CHN,"Wrestling Men's Middleweight, Freestyle",0
SAM,Weightlifting Men's Heavyweight I,0
CYP,Athletics Women's 400 metres Hurdles,0
ZAM,"Athletics Men's 3,000 metres Steeplechase",0
ZIM,Judo Men's Lightweight,0
ECU,Weightlifting Men's Light-Heavyweight,0
LIB,"Wrestling Men's Flyweight, Greco-Roman",0
PAK,Athletics Women's 100 metres,0
ZIM,Swimming Women's 400 metres Freestyle,0
BUR,Judo Men's Heavyweight,0
EST,Swimming Men's 200 metres Freestyle,0
AUT,Athletics Men's 20 kilometres Walk,0
GUM,"Athletics Women's 1,500 metres",0
MOZ,Judo Men's Extra-Lightweight,0
ISL,Judo Men's Half-Middleweight,0
ISL,"Shooting Men's Air Pistol, 10 metres",0
ISL,"Shooting Men's Free Pistol, 50 metres",0
PNG,Athletics Men's 800 metres,0
PNG,"Athletics Men's 1,500 metres",0
ISL,Weightlifting Men's Heavyweight,0
TPE,Sailing Men's Two Person Dinghy,0
BEL,"Art Competitions Mixed Music, Instrumental And Chamber",0
POL,Biathlon Men's 15 kilometres Mass Start,0.5
CMR,Judo Men's Heavyweight,0
SRB,Swimming Men's 100 metres Breaststroke,0
BLR,"Fencing Women's Foil, Individual",0
ALG,"Wrestling Men's Middleweight, Greco-Roman",0
SRB,Swimming Men's 200 metres Freestyle,0
LAT,Short Track Speed Skating Men's 500 metres,0
LAT,"Short Track Speed Skating Men's 1,000 metres",0
LAT,"Speed Skating Men's 1,000 metres",0
STP,"Canoeing Men's Kayak Singles, 500 metres",0
STP,"Canoeing Men's Kayak Singles, 1,000 metres",0
URU,Athletics Men's 400 metres,0
URU,Athletics Men's 400 metres Hurdles,0
BRA,Cycling Women's Individual Time Trial,0
CHI,"Cycling Men's Mountainbike, Cross-Country",0
POR,Cross Country Skiing Men's 15 kilometres,0
URU,Weightlifting Men's Middleweight,0
POR,"Canoeing Men's Canadian Singles, 200 metres",0
BRA,"Wrestling Women's Lightweight, Freestyle",0
SRI,Weightlifting Men's Flyweight,0
POR,Athletics Women's Hammer Throw,0
MEX,Table Tennis Women's Singles,0
PHI,"Athletics Men's 10,000 metres",0
AUS,Cross Country Skiing Men's 30 km Skiathlon,0
INA,Boxing Men's Light-Middleweight,0
MAW,Boxing Men's Welterweight,0
SLE,Boxing Men's Middleweight,0
SWZ,"Athletics Men's 5,000 metres",0
GRN,Athletics Men's 100 metres,0
CRO,Athletics Women's High Jump,0.333333333
SLO,Triathlon Women's Olympic Distance,0
SVK,Triathlon Men's Olympic Distance,0
PAN,Judo Men's Half-Middleweight,0
PHI,Swimming Women's 50 metres Freestyle,0
TTO,Athletics Men's Triple Jump,0
ARG,Athletics Women's 80 metres Hurdles,0
CYP,Archery Men's Individual,0
KAZ,Short Track Speed Skating Women's 500 metres,0
KAZ,"Short Track Speed Skating Women's 1,000 metres",0
KAZ,"Short Track Speed Skating Women's 1,500 metres",0
SRB,Swimming Women's 400 metres Freestyle,0
BEL,Judo Women's Extra-Lightweight,0.666666667
GRN,Swimming Men's 100 metres Freestyle,0
GHA,Athletics Women's Heptathlon,0
MAW,Athletics Women's 400 metres,0
SLO,Athletics Men's Triple Jump,0
CZE,Snowboarding Men's Parallel Giant Slalom,0
NOR,Art Competitions Mixed Architecture,1
TTO,Boxing Men's Light-Middleweight,0
BRA,Taekwondo Women's Flyweight,0
CAN,"Wrestling Men's Bantamweight, Greco-Roman",0
IND,Athletics Men's Shot Put,0
IND,Athletics Men's Decathlon,0
IND,Shooting Mixed Skeet,0
IND,"Wrestling Men's Bantamweight, Greco-Roman",0
NEP,Boxing Men's Flyweight,0
FIJ,"Athletics Men's 3,000 metres Steeplechase",0
NEP,Swimming Women's 100 metres Backstroke,0
IND,"Wrestling Men's Lightweight, Greco-Roman",0
IND,"Wrestling Men's Heavyweight, Greco-Roman",0
IND,Boxing Men's Heavyweight,0
IND,Shooting Mixed Trap,0
IND,Athletics Men's 10 kilometres Walk,0
IND,Diving Men's Platform,0
IND,Cycling Men's 100 kilometres Team Time Trial,0
IND,"Wrestling Men's Super-Heavyweight, Freestyle",0
MAS,"Athletics Men's 3,000 metres Steeplechase",0
IND,"Athletics Men's 3,000 metres Steeplechase",0
MAS,Athletics Men's Javelin Throw,0
IND,"Cycling Men's Individual Pursuit, 4,000 metres",0
UGA,Swimming Women's 100 metres Freestyle,0
BER,Skeleton Men's Skeleton,0
AZE,"Wrestling Women's Featherweight, Freestyle",1
MOZ,Boxing Men's Welterweight,0
SEY,Athletics Men's 800 metres,0
SEY,"Athletics Men's 1,500 metres",0
BAR,Synchronized Swimming Women's Solo,0
NED,"Wrestling Men's Middleweight A, Greco-Roman",0
ASA,"Wrestling Men's Heavyweight, Freestyle",0
ASA,Weightlifting Men's Super-Heavyweight,0
SOL,"Athletics Men's 5,000 metres",0
BRA,Taekwondo Men's Heavyweight,1
THA,Athletics Men's Marathon,0
THA,Sailing Mixed Two Person Dinghy,0
KGZ,Modern Pentathlon Women's Individual,0
SLE,Boxing Men's Welterweight,0
HUN,Athletics Women's 100 metres Hurdles,0
UZB,Weightlifting Women's Flyweight,0
MLI,Judo Men's Extra-Lightweight,0
SLO,Athletics Men's Decathlon,0
